instance_name,instance_size,solver,replication,total_distance,total_time,num_vehicles,feasible_solution
cvrp-0-df-112,954,lkh-3,1,1519.7948,74.02328517800197,30,True
cvrp-0-df-117,778,ortools,1,1424.1237,62.733241555979475,25,True
cvrp-0-df-117,778,lkh-3,1,1274.0433,50.820141477975994,26,True
cvrp-0-df-97,834,ortools,1,1389.4557,62.55928234400926,25,True
cvrp-0-df-97,834,lkh-3,1,1312.4318,59.57444514200324,25,True
cvrp-0-df-104,938,ortools,1,1646.3649,68.02483832801227,30,True
cvrp-0-df-104,938,lkh-3,1,1449.1332,83.35714375600219,31,True
cvrp-0-df-110,1158,ortools,1,1878.7588,68.44737909099786,36,True
cvrp-0-df-110,1158,lkh-3,1,1688.851,129.0498552939971,37,True
cvrp-0-df-116,915,ortools,1,1543.275,62.93844546697801,29,True
cvrp-0-df-116,915,lkh-3,1,1406.7457,76.39450695202686,29,True
cvrp-0-df-111,979,ortools,1,1612.5673,63.68974779499695,31,True
cvrp-0-df-111,979,lkh-3,1,1520.2478,76.12561130902031,31,True
cvrp-0-df-119,841,ortools,1,1487.6025,62.96731325000292,26,True
cvrp-0-df-119,841,lkh-3,1,1354.9929,60.37020763900364,27,True
cvrp-0-df-101,995,ortools,1,1576.725,63.77443674899405,31,True
cvrp-0-df-101,995,lkh-3,1,1428.9514,83.65004995302297,32,True
cvrp-0-df-108,1002,ortools,1,1688.9356,63.92372114997124,31,True
cvrp-0-df-108,1002,lkh-3,1,1552.7219,89.4457525209873,32,True
cvrp-0-df-105,779,ortools,1,1453.2747,62.281145387969445,24,True
cvrp-0-df-105,779,lkh-3,1,1291.7324,45.66774709103629,25,True
cvrp-0-df-93,779,ortools,1,1274.4545,62.36523853597464,24,True
cvrp-0-df-93,779,lkh-3,1,1180.8762,50.186906284012366,24,True
cvrp-0-df-103,1153,ortools,1,1833.4108,67.28564452601131,35,True
cvrp-0-df-103,1153,lkh-3,1,1679.4612,141.60169221297838,36,True
cvrp-0-df-115,973,ortools,1,1584.293,63.18745761102764,30,True
cvrp-0-df-115,973,lkh-3,1,1495.157,67.60478164500091,31,True
cvrp-0-df-91,793,ortools,1,1352.4749,64.83021048700903,25,True
cvrp-0-df-91,793,lkh-3,1,1287.8507,45.48645198199665,26,True
cvrp-0-df-102,1030,ortools,1,1704.1694,63.82019241101807,33,True
cvrp-0-df-102,1030,lkh-3,1,1548.113,85.48326490999898,34,True
cvrp-0-df-113,900,ortools,1,1457.5327,62.89262163598323,27,True
cvrp-0-df-113,900,lkh-3,1,1350.1652,78.07740633300273,28,True
cvrp-0-df-94,851,ortools,1,1620.1188,62.62655491800979,26,True
cvrp-0-df-94,851,lkh-3,1,1448.0248,62.50768782699015,27,True
cvrp-0-df-96,995,ortools,1,1589.0108,63.34947037399979,30,True
cvrp-0-df-96,995,lkh-3,1,1490.8758,77.87040752603207,31,True
cvrp-0-df-90,986,ortools,1,1603.088,63.708755178027786,30,True
cvrp-0-df-90,986,lkh-3,1,1486.5739,79.46160915202927,31,True
cvrp-0-df-98,788,ortools,1,1461.3562,62.73788474599132,25,True
cvrp-0-df-98,788,lkh-3,1,1321.1755,53.8584583629854,25,True
cvrp-0-df-92,871,ortools,1,1515.7332,63.08682113297982,27,True
cvrp-0-df-92,871,lkh-3,1,1364.5199,68.02747492096387,27,True
cvrp-0-df-99,815,ortools,1,1380.9729,62.50774663401535,26,True
